Nmax = 100000;
|       size - N|    vector time|      list time|
|          25837|            135|           1656|
|          25838|            137|           1680|
|          25839|            136|           1674|
|          25840|            136|           1655|
|          25841|            144|           1715|
|          25842|            141|           1781|
|          25843|            153|           1786|
|          25844|            136|           1677|
|          25845|            136|           1655|
|          25846|            136|           1667|
|          25847|            136|           1656|
|          25848|            137|           1661|
|          25849|            136|           1695|
|          25850|            136|           1682|
|          25851|            137|           1672|
|          25852|            136|           1680|
|          25853|            137|           1660|
|          25854|            136|           1679|
|          25855|            136|           1666|
|          25856|            136|           1647|
|          25857|            136|           1675|
|          25858|            137|           1660|
|          25859|            136|           1657|
|          25860|            136|           1670|
|          25861|            136|           1691|
|          25862|            136|           1682|
|          25863|            136|           1675|
|          25864|            137|           1672|
|          25865|            136|           1673|
|          25866|            136|           1670|
|          25867|            136|           1688|
|          25868|            136|           1671|
|          25869|            137|           1677|
|          25870|            136|           1676|
|          25871|            136|           1686|
|          25872|            136|           1673|
|          25873|            137|           1673|
|          25874|            136|           1688|
|          25875|            137|           1657|
|          25876|            137|           1668|
|          25877|            152|           1706|
|          25878|            150|           1781|
|          25879|            155|           1799|
|          25880|            137|           1690|
|          25881|            136|           1664|
|          25882|            137|           1659|
|          25883|            136|           1663|
|          25884|            137|           1700|
|          25885|            137|           1683|
|          25886|            136|           1670|
|          25887|            138|           1686|
|          25888|            137|           1681|
|          25889|            137|           1671|
|          25890|            137|           1679|
|          25891|            137|           1681|
|          25892|            137|           1684|
|          25893|            137|           1704|
|          25894|            138|           1684|
|          25895|            136|           1690|
|          25896|            138|           1685|
|          25897|            137|           1689|
|          25898|            137|           1690|
|          25899|            137|           1689|
|          25900|            137|           1680|
|          25901|            137|           1681|
|          25902|            137|           1701|
|          25903|            138|           1701|
|          25904|            136|           1685|
|          25905|            138|           1666|
|          25906|            137|           1684|
|          25907|            137|           1668|
|          25908|            137|           1658|
|          25909|            137|           1683|
|          25910|            137|           1683|
|          25911|            137|           1670|
|          25912|            138|           1678|
|          25913|            139|           1755|
|          25914|            162|           1783|
|          25915|            137|           1788|
|          25916|            136|           1700|
|          25917|            137|           1683|
|          25918|            137|           1682|
|          25919|            138|           1685|
|          25920|            137|           1698|
|          25921|            137|           1696|
|          25922|            136|           1672|
|          25923|            137|           1675|
|          25924|            136|           1668|
|          25925|            138|           1687|
|          25926|            137|           1677|
|          25927|            137|           1687|
|          25928|            137|           1685|
|          25929|            138|           1681|
|          25930|            137|           1688|
|          25931|            137|           1700|
|          25932|            136|           1681|
|          25933|            137|           1690|
|          25934|            137|           1706|
|          25935|            137|           1684|
|          25936|            137|           1680|
|          25937|            137|           1705|
|          25938|            137|           1680|
|          25939|            137|           1679|
|          25940|            136|           1667|
|          25941|            137|           1696|
|          25942|            137|           1686|
|          25943|            138|           1694|
|          25944|            138|           1678|
|          25945|            138|           1678|
|          25946|            136|           1675|
|          25947|            137|           1658|
|          25948|            137|           1677|
|          25949|            149|           1808|
|          25950|            146|           1817|
|          25951|            138|           1763|
|          25952|            138|           1681|
|          25953|            138|           1694|
|          25954|            137|           1675|
|          25955|            137|           1677|
|          25956|            137|           1686|
|          25957|            138|           1681|
|          25958|            138|           1670|
|          25959|            137|           1679|
|          25960|            137|           1690|
|          25961|            138|           1693|
|          25962|            137|           1682|
|          25963|            137|           1702|
|          25964|            137|           1684|
|          25965|            137|           1671|
|          25966|            137|           1690|
|          25967|            139|           1689|
|          25968|            138|           1696|
|          25969|            138|           1707|
|          25970|            139|           1687|
|          25971|            138|           1712|
|          25972|            138|           1695|
|          25973|            138|           1698|
|          25974|            138|           1693|
|          25975|            137|           1702|
|          25976|            138|           1704|
|          25977|            138|           1688|
|          25978|            137|           1704|
|          25979|            137|           1700|
|          25980|            138|           1693|
|          25981|            138|           1683|
|          25982|            139|           1681|
|          25983|            138|           1672|
|          25984|            154|           1732|
|          25985|            154|           1853|
|          25986|            145|           1797|
|          25987|            138|           1748|
|          25988|            137|           1698|
|          25989|            137|           1689|
|          25990|            139|           1669|
|          25991|            138|           1709|
|          25992|            138|           1704|
|          25993|            139|           1700|
|          25994|            137|           1696|
|          25995|            138|           1688|
|          25996|            138|           1686|
|          25997|            137|           1690|
|          25998|            139|           1701|
|          25999|            137|           1692|
|          26000|            138|           1701|
|          26001|            138|           1692|
|          26002|            138|           1705|
|          26003|            137|           1698|
|          26004|            138|           1697|
|          26005|            138|           1703|
|          26006|            138|           1705|
|          26007|            138|           1694|
|          26008|            139|           1708|
|          26009|            138|           1701|
|          26010|            138|           1685|
|          26011|            139|           1697|
|          26012|            138|           1697|
|          26013|            139|           1706|
|          26014|            138|           1701|
|          26015|            138|           1690|
|          26016|            138|           1690|
|          26017|            139|           1698|
|          26018|            138|           1671|
|          26019|            138|           1696|
|          26020|            154|           1766|
|          26021|            140|           1807|
|          26022|            137|           1826|
|          26023|            137|           1699|
|          26024|            138|           1711|
|          26025|            138|           1706|
|          26026|            138|           1696|
|          26027|            142|           1691|
|          26028|            137|           1682|
|          26029|            138|           1707|
|          26030|            139|           1693|
|          26031|            138|           1696|
|          26032|            140|           1690|
|          26033|            138|           1716|
|          26034|            138|           1727|
|          26035|            139|           1711|
|          26036|            139|           1701|
|          26037|            138|           1713|
|          26038|            137|           1698|
|          26039|            139|           1690|
|          26040|            138|           1700|
|          26041|            143|           1733|
|          26042|            138|           1689|
|          26043|            140|           1723|
|          26044|            139|           1708|
|          26045|            138|           1740|
|          26046|            139|           1692|
|          26047|            138|           1682|
|          26048|            138|           1688|
|          26049|            138|           1692|
|          26050|            138|           1687|
|          26051|            139|           1709|
|          26052|            139|           1681|
|          26053|            137|           1704|
|          26054|            138|           1705|
|          26055|            177|           1736|
|          26056|            144|           1828|
|          26057|            144|           1825|
|          26058|            139|           1757|
|          26059|            140|           1712|
|          26060|            139|           1721|
|          26061|            138|           1694|
|          26062|            139|           1707|
|          26063|            138|           1712|
|          26064|            139|           1698|
|          26065|            138|           1710|
|          26066|            141|           1717|
|          26067|            138|           1700|
|          26068|            138|           1701|
|          26069|            138|           1713|
|          26070|            138|           1699|
|          26071|            138|           1711|
|          26072|            139|           1715|
|          26073|            139|           1719|
|          26074|            139|           1696|
|          26075|            139|           1697|
|          26076|            139|           1723|
|          26077|            139|           1712|
|          26078|            140|           1715|
|          26079|            139|           1720|
|          26080|            139|           1702|
|          26081|            139|           1714|
|          26082|            139|           1717|
|          26083|            138|           1730|
|          26084|            139|           1714|
|          26085|            139|           1708|
|          26086|            139|           1691|
|          26087|            139|           1680|
|          26088|            139|           1698|
|          26089|            139|           1717|
|          26090|            150|           1719|
|          26091|            152|           1858|
|          26092|            152|           1808|
|          26093|            139|           1734|
|          26094|            139|           1709|
|          26095|            139|           1697|
|          26096|            139|           1689|
|          26097|            139|           1714|
|          26098|            139|           1704|
|          26099|            138|           1721|
|          26100|            140|           1695|
|          26101|            139|           1690|
|          26102|            139|           1714|
|          26103|            139|           1702|
|          26104|            138|           1717|
|          26105|            138|           1703|
|          26106|            139|           1713|
|          26107|            139|           1710|
|          26108|            139|           1696|
|          26109|            138|           1714|
|          26110|            139|           1685|
|          26111|            139|           1704|
|          26112|            139|           1709|
|          26113|            138|           1707|
|          26114|            139|           1718|
|          26115|            140|           1734|
|          26116|            139|           1716|
|          26117|            139|           1719|
|          26118|            140|           1724|
|          26119|            139|           1701|
|          26120|            140|           1717|
|          26121|            139|           1741|
|          26122|            139|           1739|
|          26123|            139|           1724|
|          26124|            138|           1705|
|          26125|            139|           1726|
|          26126|            145|           1811|
|          26127|            161|           1836|
|          26128|            139|           1789|
|          26129|            139|           1701|
|          26130|            140|           1704|
|          26131|            140|           1707|
|          26132|            140|           1701|
|          26133|            140|           1729|
|          26134|            139|           1735|
|          26135|            139|           1726|
|          26136|            140|           1706|
|          26137|            139|           1724|
|          26138|            140|           1707|
|          26139|            139|           1699|
|          26140|            139|           1721|
|          26141|            139|           1713|
|          26142|            139|           1700|
|          26143|            140|           1715|
|          26144|            139|           1697|
|          26145|            140|           1706|
|          26146|            138|           1711|
|          26147|            139|           1722|
|          26148|            139|           1708|
|          26149|            140|           1716|
|          26150|            140|           1731|
|          26151|            141|           1740|
|          26152|            141|           1737|
|          26153|            143|           1734|
|          26154|            139|           1727|
|          26155|            140|           1734|
|          26156|            140|           1748|
|          26157|            139|           1719|
|          26158|            139|           1719|
|          26159|            139|           1726|
|          26160|            140|           1737|
|          26161|            142|           1820|
|          26162|            177|           1849|
|          26163|            141|           1817|
|          26164|            140|           1713|
|          26165|            140|           1731|
|          26166|            140|           1705|
|          26167|            140|           1718|
|          26168|            139|           1707|
|          26169|            141|           1718|
|          26170|            139|           1714|
|          26171|            139|           1705|
|          26172|            139|           1712|
|          26173|            139|           1704|
|          26174|            139|           1719|
|          26175|            140|           1721|
|          26176|            140|           1736|
|          26177|            140|           1731|
|          26178|            140|           1733|
|          26179|            140|           1741|
|          26180|            140|           1731|
|          26181|            139|           1726|
|          26182|            140|           1734|
|          26183|            139|           1735|
|          26184|            140|           1734|
|          26185|            140|           1729|
|          26186|            142|           1707|
|          26187|            140|           1700|
|          26188|            139|           1724|
|          26189|            139|           1734|
|          26190|            140|           1725|
|          26191|            141|           1733|
|          26192|            141|           1696|
|          26193|            141|           1698|
|          26194|            140|           1736|
|          26195|            143|           1744|
|          26196|            148|           1814|
|          26197|            160|           1821|
|          26198|            139|           1774|
|          26199|            140|           1729|
|          26200|            140|           1728|
|          26201|            140|           1738|
|          26202|            139|           1715|
|          26203|            141|           1730|
|          26204|            140|           1706|
|          26205|            139|           1716|
|          26206|            140|           1716|
|          26207|            140|           1726|
|          26208|            140|           1720|
|          26209|            140|           1720|
|          26210|            141|           1704|
|          26211|            140|           1726|
|          26212|            140|           1724|
|          26213|            140|           1725|
|          26214|            140|           1746|
|          26215|            140|           1731|
|          26216|            140|           1739|
|          26217|            140|           1740|
|          26218|            141|           1739|
|          26219|            140|           1724|
|          26220|            141|           1735|
|          26221|            141|           1738|
|          26222|            140|           1731|
|          26223|            140|           1739|
|          26224|            139|           1732|
|          26225|            141|           1736|
|          26226|            140|           1711|
|          26227|            143|           1728|
|          26228|            141|           1720|
|          26229|            140|           1739|
|          26230|            141|           1726|
|          26231|            150|           1827|
|          26232|            156|           1810|
|          26233|            142|           1794|
|          26234|            140|           1735|
|          26235|            140|           1760|
|          26236|            141|           1741|
|          26237|            140|           1738|
|          26238|            141|           1722|
|          26239|            140|           1722|
|          26240|            141|           1731|
|          26241|            140|           1736|
|          26242|            140|           1732|
|          26243|            140|           1735|
|          26244|            141|           1733|
|          26245|            140|           1708|
|          26246|            141|           1722|
|          26247|            140|           1718|
|          26248|            142|           1715|
|          26249|            142|           1724|
|          26250|            141|           1726|
|          26251|            140|           1731|
|          26252|            140|           1731|
|          26253|            141|           1724|
|          26254|            140|           1723|
|          26255|            141|           1734|
|          26256|            142|           1730|
|          26257|            140|           1721|
|          26258|            141|           1733|
|          26259|            140|           1733|
|          26260|            141|           1724|
|          26261|            141|           1739|
|          26262|            141|           1747|
|          26263|            141|           1739|
|          26264|            141|           1735|
|          26265|            158|           1729|
|          26266|            148|           1848|
|          26267|            157|           1856|
|          26268|            141|           1767|
|          26269|            141|           1735|
|          26270|            141|           1720|
|          26271|            141|           1733|
|          26272|            141|           1729|
|          26273|            140|           1717|
|          26274|            140|           1740|
|          26275|            141|           1737|
|          26276|            141|           1725|
|          26277|            142|           1733|
|          26278|            140|           1709|
|          26279|            141|           1727|
|          26280|            140|           1736|
|          26281|            140|           1743|
|          26282|            141|           1740|
|          26283|            142|           1759|
|          26284|            141|           1753|
|          26285|            141|           1729|
|          26286|            141|           1740|
|          26287|            141|           1740|
|          26288|            141|           1755|
|          26289|            140|           1726|
|          26290|            140|           1738|
|          26291|            141|           1764|
|          26292|            141|           1738|
|          26293|            141|           1733|
|          26294|            141|           1720|
|          26295|            141|           1734|
|          26296|            141|           1745|
|          26297|            141|           1732|
|          26298|            141|           1741|
|          26299|            142|           1722|
|          26300|            153|           1760|
|          26301|            147|           1898|
|          26302|            156|           1885|
|          26303|            142|           1755|
|          26304|            141|           1767|
|          26305|            141|           1738|
|          26306|            141|           1741|
|          26307|            141|           1733|
|          26308|            140|           1754|
|          26309|            140|           1738|
|          26310|            141|           1738|
|          26311|            142|           1742|
|          26312|            142|           1742|
|          26313|            141|           1754|
|          26314|            141|           1739|
|          26315|            142|           1734|
|          26316|            141|           1739|
|          26317|            141|           1763|
|          26318|            141|           1741|
|          26319|            142|           1761|
|          26320|            142|           1752|
|          26321|            141|           1733|
|          26322|            141|           1733|
|          26323|            142|           1748|
|          26324|            142|           1754|
|          26325|            142|           1739|
|          26326|            141|           1743|
|          26327|            141|           1756|
|          26328|            142|           1745|
|          26329|            143|           1737|
|          26330|            141|           1749|
|          26331|            141|           1727|
|          26332|            141|           1717|
|          26333|            141|           1749|
|          26334|            141|           1732|
|          26335|            159|           1831|
|          26336|            157|           1858|
|          26337|            142|           1848|
|          26338|            147|           1745|
|          26339|            142|           1743|
|          26340|            141|           1757|
|          26341|            141|           1742|
|          26342|            141|           1772|
|          26343|            142|           1758|
|          26344|            141|           1749|
|          26345|            141|           1758|
|          26346|            141|           1745|
|          26347|            142|           1752|
|          26348|            142|           1743|
|          26349|            142|           1713|
|          26350|            141|           1748|
|          26351|            142|           1729|
|          26352|            142|           1755|
|          26353|            141|           1748|
|          26354|            144|           1781|
|          26355|            141|           1742|
|          26356|            141|           1752|
|          26357|            141|           1775|
|          26358|            142|           1735|
|          26359|            142|           1730|
|          26360|            141|           1737|
|          26361|            141|           1729|
|          26362|            141|           1732|
|          26363|            142|           1759|
|          26364|            141|           1744|
|          26365|            142|           1763|
|          26366|            142|           1733|
|          26367|            142|           1761|
|          26368|            142|           1757|
|          26369|            150|           1788|
|          26370|            142|           1838|
|          26371|            167|           1854|
|          26372|            142|           1780|
|          26373|            141|           1752|
|          26374|            142|           1764|
|          26375|            142|           1758|
|          26376|            142|           1756|
|          26377|            141|           1752|
|          26378|            142|           1774|
|          26379|            142|           1745|
|          26380|            142|           1759|
|          26381|            143|           1760|
|          26382|            141|           1745|
|          26383|            142|           1778|
|          26384|            142|           1747|
|          26385|            142|           1760|
|          26386|            141|           1768|
|          26387|            142|           1779|
|          26388|            142|           1755|
|          26389|            143|           1737|
|          26390|            142|           1755|
|          26391|            143|           1771|
|          26392|            143|           1762|
|          26393|            141|           1774|
|          26394|            142|           1745|
|          26395|            142|           1743|
|          26396|            142|           1746|
|          26397|            142|           1741|
|          26398|            143|           1756|
|          26399|            143|           1750|
|          26400|            143|           1760|
|          26401|            142|           1753|
|          26402|            142|           1750|
|          26403|            142|           1769|
|          26404|            157|           1877|
|          26405|            151|           1862|
|          26406|            142|           1818|
|          26407|            141|           1739|
|          26408|            142|           1771|
|          26409|            143|           1770|
|          26410|            142|           1770|
|          26411|            142|           1769|
|          26412|            142|           1751|
|          26413|            143|           1751|
|          26414|            142|           1748|
|          26415|            142|           1748|
|          26416|            142|           1746|
|          26417|            144|           1767|
|          26418|            142|           1753|
|          26419|            143|           1764|
|          26420|            143|           1758|
|          26421|            144|           1749|
|          26422|            143|           1762|
|          26423|            144|           1758|
|          26424|            143|           1758|
|          26425|            143|           1752|
|          26426|            142|           1764|
|          26427|            143|           1746|
|          26428|            142|           1764|
|          26429|            143|           1765|
|          26430|            142|           1758|
|          26431|            142|           1764|
|          26432|            142|           1759|
|          26433|            143|           1778|
|          26434|            141|           1774|
|          26435|            143|           1773|
|          26436|            143|           1776|
|          26437|            143|           1785|
|          26438|            162|           1856|
|          26439|            152|           1880|
|          26440|            142|           1868|
|          26441|            143|           1773|
|          26442|            142|           1763|
|          26443|            142|           1776|
|          26444|            143|           1773|
|          26445|            142|           1770|
|          26446|            143|           1782|
|          26447|            144|           1771|
|          26448|            145|           1779|
|          26449|            142|           1773|
|          26450|            143|           1766|
|          26451|            143|           1763|
|          26452|            143|           1751|
|          26453|            143|           1774|
|          26454|            143|           1767|
|          26455|            144|           1755|
|          26456|            143|           1763|
|          26457|            143|           1752|
|          26458|            143|           1790|
|          26459|            142|           1767|
|          26460|            143|           1771|
|          26461|            144|           1756|
|          26462|            143|           1766|
|          26463|            143|           1778|
|          26464|            143|           1788|
|          26465|            143|           1781|
|          26466|            144|           1777|
|          26467|            143|           1773|
|          26468|            143|           1761|
|          26469|            142|           1759|
|          26470|            144|           1764|
|          26471|            143|           1772|
|          26472|            177|           1826|
|          26473|            157|           1886|
|          26474|            144|           1869|
|          26475|            143|           1761|
|          26476|            143|           1757|
|          26477|            142|           1764|
|          26478|            142|           1755|
|          26479|            145|           1768|
|          26480|            143|           1768|
|          26481|            143|           1755|
|          26482|            143|           1748|
|          26483|            143|           1761|
|          26484|            143|           1753|
|          26485|            144|           1764|
|          26486|            143|           1757|
|          26487|            143|           1758|
|          26488|            143|           1754|
|          26489|            143|           1764|
|          26490|            143|           1758|
|          26491|            142|           1755|
|          26492|            142|           1760|
|          26493|            144|           1787|
|          26494|            143|           1792|
|          26495|            144|           1787|
|          26496|            143|           1788|
|          26497|            143|           1801|
|          26498|            144|           1777|
|          26499|            144|           1791|
|          26500|            143|           1795|
|          26501|            143|           1776|
|          26502|            143|           1762|
|          26503|            143|           1769|
|          26504|            143|           1773|
|          26505|            144|           1782|
|          26506|            168|           1839|
|          26507|            148|           1900|
|          26508|            146|           1902|
|          26509|            144|           1768|
|          26510|            143|           1783|
|          26511|            143|           1796|
|          26512|            144|           1803|
|          26513|            144|           1762|
|          26514|            146|           1790|
|          26515|            143|           1772|
|          26516|            143|           1779|
|          26517|            143|           1769|
|          26518|            142|           1780|
|          26519|            144|           1770|
|          26520|            144|           1782|
|          26521|            144|           1766|
|          26522|            143|           1776|
|          26523|            144|           1781|
|          26524|            143|           1770|
|          26525|            144|           1760|
|          26526|            145|           1777|
|          26527|            144|           1779|
|          26528|            144|           1767|
|          26529|            143|           1754|
|          26530|            143|           1758|
|          26531|            144|           1764|
|          26532|            144|           1751|
|          26533|            144|           1786|
|          26534|            143|           1766|
|          26535|            144|           1774|
|          26536|            143|           1783|
|          26537|            143|           1824|
|          26538|            144|           1768|
|          26539|            144|           1779|
|          26540|            161|           1799|
|          26541|            157|           1907|
|          26542|            144|           1893|
|          26543|            143|           1785|
|          26544|            143|           1785|
|          26545|            145|           1768|
|          26546|            143|           1783|
|          26547|            143|           1777|
|          26548|            144|           1771|
|          26549|            144|           1783|
|          26550|            144|           1777|
|          26551|            144|           1802|
|          26552|            144|           1789|
|          26553|            143|           1781|
|          26554|            144|           1785|
|          26555|            145|           1781|
|          26556|            144|           1782|
|          26557|            144|           1764|
|          26558|            143|           1780|
|          26559|            144|           1787|
|          26560|            144|           1777|
|          26561|            143|           1751|
|          26562|            144|           1779|
|          26563|            144|           1774|
|          26564|            144|           1795|
|          26565|            144|           1793|
|          26566|            145|           1762|
|          26567|            145|           1782|
|          26568|            144|           1776|
|          26569|            144|           1782|
|          26570|            144|           1784|
|          26571|            144|           1785|
|          26572|            144|           1763|
|          26573|            144|           1793|
|          26574|            173|           1861|
|          26575|            161|           1908|
|          26576|            144|           1867|
|          26577|            144|           1772|
|          26578|            143|           1782|
|          26579|            144|           1783|
|          26580|            145|           1787|
|          26581|            144|           1799|
|          26582|            144|           1762|
|          26583|            145|           1788|
|          26584|            144|           1760|
|          26585|            145|           1787|
|          26586|            144|           1761|
|          26587|            144|           1779|
|          26588|            144|           1792|
|          26589|            143|           1803|
|          26590|            144|           1779|
|          26591|            144|           1804|
|          26592|            144|           1780|
|          26593|            145|           1787|
|          26594|            145|           1781|
|          26595|            144|           1769|
|          26596|            145|           1793|
|          26597|            144|           1782|
|          26598|            144|           1790|
|          26599|            144|           1787|
|          26600|            144|           1779|
|          26601|            144|           1791|
|          26602|            144|           1789|
|          26603|            144|           1781|
|          26604|            144|           1784|
|          26605|            144|           1807|
|          26606|            145|           1780|
|          26607|            144|           1782|
|          26608|            171|           1898|
|          26609|            146|           1902|
|          26610|            146|           1893|
|          26611|            145|           1777|
|          26612|            144|           1792|
|          26613|            145|           1785|
|          26614|            145|           1804|
|          26615|            144|           1799|
|          26616|            144|           1787|
|          26617|            146|           1777|
|          26618|            144|           1790|
|          26619|            144|           1779|
|          26620|            145|           1794|
|          26621|            144|           1785|
|          26622|            145|           1816|
|          26623|            144|           1778|
|          26624|            145|           1801|
|          26625|            144|           1787|
|          26626|            144|           1787|
|          26627|            145|           1790|
|          26628|            145|           1783|
|          26629|            144|           1797|
|          26630|            145|           1811|
|          26631|            145|           1775|
|          26632|            144|           1799|
|          26633|            144|           1804|
|          26634|            145|           1792|
|          26635|            145|           1799|
|          26636|            144|           1793|
|          26637|            144|           1792|
|          26638|            144|           1804|
|          26639|            145|           1801|
|          26640|            145|           1790|
|          26641|            155|           1833|
|          26642|            151|           1922|
|          26643|            158|           1904|
|          26644|            146|           1803|
|          26645|            146|           1795|
|          26646|            145|           1809|
|          26647|            145|           1805|
|          26648|            146|           1806|
|          26649|            145|           1789|
|          26650|            144|           1802|
|          26651|            145|           1810|
|          26652|            145|           1770|
|          26653|            144|           1786|
|          26654|            146|           1782|
|          26655|            146|           1803|
|          26656|            144|           1806|
|          26657|            146|           1805|
|          26658|            145|           1810|
|          26659|            145|           1804|
|          26660|            145|           1798|
|          26661|            146|           1802|
|          26662|            146|           1784|
|          26663|            145|           1799|
|          26664|            145|           1790|
|          26665|            145|           1801|
|          26666|            144|           1790|
|          26667|            144|           1794|
|          26668|            145|           1819|
|          26669|            145|           1796|
|          26670|            145|           1792|
|          26671|            145|           1798|
|          26672|            145|           1802|
|          26673|            145|           1800|
|          26674|            145|           1820|
|          26675|            162|           1904|
|          26676|            162|           1949|
|          26677|            146|           1898|
|          26678|            144|           1797|
|          26679|            145|           1822|
|          26680|            146|           1804|
|          26681|            146|           1796|
|          26682|            146|           1786|
|          26683|            145|           1815|
|          26684|            145|           1795|
|          26685|            146|           1806|
|          26686|            145|           1789|
|          26687|            145|           1815|
|          26688|            144|           1799|
|          26689|            146|           1808|
|          26690|            146|           1787|
|          26691|            146|           1809|
|          26692|            145|           1814|
|          26693|            145|           1808|
|          26694|            145|           1806|
|          26695|            145|           1799|
|          26696|            146|           1813|
|          26697|            146|           1807|
|          26698|            146|           1798|
|          26699|            146|           1817|
|          26700|            146|           1807|
|          26701|            146|           1791|
|          26702|            147|           1802|
|          26703|            145|           1801|
|          26704|            146|           1809|
|          26705|            146|           1803|
|          26706|            147|           1821|
|          26707|            146|           1819|
|          26708|            157|           1835|
|          26709|            156|           1948|
|          26710|            154|           1920|
|          26711|            144|           1801|
|          26712|            145|           1805|
|          26713|            146|           1828|
|          26714|            145|           1788|
|          26715|            146|           1800|
|          26716|            145|           1816|
|          26717|            146|           1802|
|          26718|            145|           1802|
|          26719|            146|           1811|
